;Scopy version,f4beeb1
;Exported on,Wednesday May 15/05/2024
;Device,M2K
;Nr of samples,6400
;Sample rate,100000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V)
933,-0.02267,0.250556
934,-0.02266,0.250556
935,-0.02265,0.250556
936,-0.02264,0.250556
937,-0.02263,0.250556
938,-0.02262,0.250556
939,-0.02261,0.250556
940,-0.0226,0.250556
941,-0.02259,0.250556
942,-0.02258,0.250556
943,-0.02257,0.250556
944,-0.02256,0.250556
945,-0.02255,0.250556
946,-0.02254,0.250556
947,-0.02253,0.250556
948,-0.02252,0.250556
949,-0.02251,0.250556
950,-0.0225,0.250556
951,-0.02249,0.250556
952,-0.02248,0.250556
953,-0.02247,0.250556
954,-0.02246,0.250556
955,-0.02245,0.250556
956,-0.02244,0.250556
957,-0.02243,0.250556
958,-0.02242,0.250556
959,-0.02241,0.250556
960,-0.0224,0.250556
961,-0.02239,0.250556
962,-0.02238,0.250556
963,-0.02237,0.250556
964,-0.02236,0.250556
965,-0.02235,0.250556
966,-0.02234,0.250556
967,-0.02233,0.250556
968,-0.02232,0.250556
