;Scopy version,f4beeb1
;Exported on,Wednesday May 15/05/2024
;Device,M2K
;Nr of samples,6400
;Sample rate,100000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V)
627,-0.02573,0.334074
628,-0.02572,0.334074
629,-0.02571,0.334074
630,-0.0257,0.334074
631,-0.02569,0.334074
632,-0.02568,0.334074
633,-0.02567,0.334074
634,-0.02566,0.334074
635,-0.02565,0.334074
636,-0.02564,0.334074
637,-0.02563,0.334074
638,-0.02562,0.334074
639,-0.02561,0.334074
640,-0.0256,0.334074
641,-0.02559,0.334074
642,-0.02558,0.334074
643,-0.02557,0.334074
644,-0.02556,0.334074
645,-0.02555,0.334074
646,-0.02554,0.334074
647,-0.02553,0.334074
648,-0.02552,0.334074
649,-0.02551,0.334074
650,-0.0255,0.334074
651,-0.02549,0.334074
652,-0.02548,0.334074
653,-0.02547,0.334074
654,-0.02546,0.334074
655,-0.02545,0.334074
656,-0.02544,0.334074
657,-0.02543,0.334074
658,-0.02542,0.334074
659,-0.02541,0.334074
660,-0.0254,0.334074
661,-0.02539,0.334074
662,-0.02538,0.334074
663,-0.02537,0.334074
664,-0.02536,0.334074
665,-0.02535,0.334074
666,-0.02534,0.334074
667,-0.02533,0.334074
668,-0.02532,0.334074
669,-0.02531,0.334074
670,-0.0253,0.334074
671,-0.02529,0.334074
672,-0.02528,0.334074
673,-0.02527,0.334074
674,-0.02526,0.334074
675,-0.02525,0.334074
676,-0.02524,0.334074
677,-0.02523,0.334074
678,-0.02522,0.334074
679,-0.02521,0.334074
680,-0.0252,0.334074
681,-0.02519,0.334074
682,-0.02518,0.334074
683,-0.02517,0.334074
684,-0.02516,0.334074
685,-0.02515,0.334074
686,-0.02514,0.334074
687,-0.02513,0.334074
688,-0.02512,0.334074
689,-0.02511,0.334074
690,-0.0251,0.334074
691,-0.02509,0.334074
692,-0.02508,0.334074
693,-0.02507,0.334074
694,-0.02506,0.334074
695,-0.02505,0.334074
696,-0.02504,0.334074
697,-0.02503,0.334074
698,-0.02502,0.334074
699,-0.02501,0.334074
700,-0.025,0.334074
701,-0.02499,0.334074
702,-0.02498,0.334074
703,-0.02497,0.334074
704,-0.02496,0.334074
705,-0.02495,0.334074
706,-0.02494,0.334074
707,-0.02493,0.334074
708,-0.02492,0.334074
709,-0.02491,0.334074
710,-0.0249,0.334074
711,-0.02489,0.334074
712,-0.02488,0.334074
713,-0.02487,0.334074
714,-0.02486,0.334074
715,-0.02485,0.334074
716,-0.02484,0.334074
717,-0.02483,0.334074
